elu,sigle,parti,ordre,suffrages,id,liste_id,nom,photoUrl,sexe
0,UDC,UDC,42,5800,10379,106,HEDDI Leila,HEDDI_Leila.jpg,1
0,UDC,UDC,43,5786,10380,106,GOMES DE ALMEIDA José (Manuel),GOMES_DE_ALMEIDA_Jose.jpg,0
0,GEMA,GENÈVE EN MARCHE,1,5757,10397,109,STAUFFER Eric,STAUFFER_Eric.jpg,0
0,UDC,UDC,44,5752,10393,106,BORER Maria Da Conceicao,BORER_Maria_Da_Conceicao.jpg,1
0,UDC,UDC,45,5714,10391,106,KHACHATRYAN Gohar,KHACHATRYAN_Gohar.jpg,1
0,UDC,UDC,46,5613,10387,106,DESYATKINA DZODZIEV Viktoriya,DESYATKINA_DZODZIEV_Viktoriya.jpg,1
0,UDC,UDC,47,5555,10394,106,AKABA El Mostafa,AKABA_El_Mostafa.jpg,0
0,GEMA,GENÈVE EN MARCHE,2,5242,10398,109,ZACHARIAS Ronald,ZACHARIAS_Ronald.jpg,0
0,FEM,LALISTE-FEMMES 2018,1,4706,10399,107,HONEGGER HELLER Manuela,HONEGGER_HELLER_Manuela.jpg,1
0,FEM,LALISTE-FEMMES 2018,2,4178,10404,107,YOL Diana,YOL_Diana.jpg,1
0,FEM,LALISTE-FEMMES 2018,3,4105,10403,107,MÜLLER Fabienne (ABRAMOVICH),MULLER_Fabienne.jpg,1
0,GEMA,GENÈVE EN MARCHE,3,4075,10421,109,SPÜHLER Pascal,SPUHLER_Pascal.jpg,0
0,FEM,LALISTE-FEMMES 2018,4,4043,10405,107,RANDEGGER Alice,RANDEGGER_Alice.jpg,1
