elu,sigle,parti,ordre,suffrages,id,liste_id,nom,photoUrl,sexe
0,FEM,LALISTE-FEMMES 2018,5,3965,10407,107,OZDEMIR Elcim (ÖZDEMIR Elçim),OZDEMIR_Elcim.jpg,1
0,FEM,LALISTE-FEMMES 2018,6,3944,10410,107,BOSELLI GAUTHEY Monica,BOSELLI_GAUTHEY_Monica.jpg,1
0,FEM,LALISTE-FEMMES 2018,7,3941,10408,107,RICCIARDI WERLEN Jacqueline,RICCIARDI_WERLEN_Jacqueline.jpg,1
0,FEM,LALISTE-FEMMES 2018,8,3934,10402,107,BORCARD Anne,BORCARD_Anne.jpg,1
0,FEM,LALISTE-FEMMES 2018,9,3910,10415,107,LANGER Valérie,LANGER_Valerie.jpg,1
0,FEM,LALISTE-FEMMES 2018,10,3883,10412,107,JAUCH Caroline,JAUCH_Caroline.jpg,1
0,FEM,LALISTE-FEMMES 2018,11,3864,10413,107,GRANGE Marie-Florence,GRANGE_Marie-Florence.jpg,1
0,FEM,LALISTE-FEMMES 2018,12,3793,10417,107,THOMIAS LEDUC Diana,THOMIAS_LEDUC_Diana.jpg,1
0,FEM,LALISTE-FEMMES 2018,13,3691,10400,107,OCHARAN ROBLES RAPAZ Eva (OCHARAN ROBLES),OCHARAN_ROBLES_RAPAZ_Eva.jpg,1
0,FEM,LALISTE-FEMMES 2018,14,3659,10414,107,MAZZONI Nikita,MAZZONI_Nikita.jpg,1
0,GEMA,GENÈVE EN MARCHE,4,3632,10528,109,WALTHER Thierry,WALTHER_Thierry.jpg,0
0,FEM,LALISTE-FEMMES 2018,15,3622,10406,107,DEPRAETERE Graciela (DEPRAETERE-MANULIS),DEPRAETERE_Graciela.jpg,1
0,GEMA,GENÈVE EN MARCHE,5,3620,10420,109,SARAIVA MEDEIROS Carlos,SARAIVA_MEDEIROS_Carlos.jpg,0
0,FEM,LALISTE-FEMMES 2018,16,3597,10409,107,ROSSIER FAHRION Cerise,ROSSIER_FAHRION_Cerise.jpg,1
0,FEM,LALISTE-FEMMES 2018,17,3561,10401,107,DA CRUZ PEDRO Anna (DA CRUZ PERRET-GENTIL),DA_CRUZ_PEDRO_Anna.jpg,1
0,GEMA,GENÈVE EN MARCHE,6,3548,10426,109,NOBS Cyril,NOBS_Cyril.jpg,0
0,FEM,LALISTE-FEMMES 2018,18,3508,10411,107,LAVRADOR DIAS Claudia (DIAS),LAVRADOR_DIAS_Claudia.jpg,1
0,GEMA,GENÈVE EN MARCHE,7,3467,10422,109,GAETANINO Marco,GAETANINO_Marco.jpg,0
0,GEMA,GENÈVE EN MARCHE,8,3431,10427,109,NOËL Daniel,NOEL_Daniel.jpg,0
0,GEMA,GENÈVE EN MARCHE,9,3414,10423,109,LE JEUNE GIACOBBI Cristina,LE_JEUNE_GIACOBBI_Cristina.jpg,1
0,GEMA,GENÈVE EN MARCHE,9,3414,10428,109,PICOT Jérôme,PICOT_Jerome.jpg,0
0,GEMA,GENÈVE EN MARCHE,11,3404,10436,109,L'HUILLIER Eric,L-HUILLIER_Eric.jpg,0
0,FEM,LALISTE-FEMMES 2018,19,3368,10416,107,MAYORAL EDO Corinne (MAYORAL),MAYORAL_EDO_Corinne.jpg,1
0,GEMA,GENÈVE EN MARCHE,12,3367,10430,109,BECK Victoria,BECK_Victoria.jpg,1
0,GEMA,GENÈVE EN MARCHE,13,3352,10424,109,FUSCO Gerardo,FUSCO_Gerardo.jpg,0
0,GEMA,GENÈVE EN MARCHE,14,3347,10442,109,FREY Priscilla,FREY_Priscilla.jpg,1
0,GEMA,GENÈVE EN MARCHE,15,3337,10438,109,FABRE Jean,FABRE_Jean.jpg,0
0,GEMA,GENÈVE EN MARCHE,16,3327,10440,109,LOEILLET-ROUZIER Anne (Marie),LOEILLET-ROUZIER_Anne.jpg,1
0,GEMA,GENÈVE EN MARCHE,17,3306,10425,109,GAMBERONI Dominique,GAMBERONI_Dominique.jpg,0
0,GEMA,GENÈVE EN MARCHE,18,3301,10445,109,COHEN Olivier,COHEN_Olivier.jpg,0
0,GEMA,GENÈVE EN MARCHE,19,3300,10529,109,RUCHONNET Jean-François,RUCHONNET_Jean-Francois.jpg,0
0,GEMA,GENÈVE EN MARCHE,20,3285,10434,109,LOTA Raphaëlle,LOTA_Raphaelle.jpg,1
0,GEMA,GENÈVE EN MARCHE,21,3279,10449,109,MAIGRE Maria Inès,MAIGRE_Maria_Ines.jpg,1
0,GEMA,GENÈVE EN MARCHE,22,3273,10429,109,GALETTO Frédéric,GALETTO_Frederic.jpg,0
0,GEMA,GENÈVE EN MARCHE,22,3273,10485,109,GARGANTINI Yves,GARGANTINI_Yves.jpg,0
0,GEMA,GENÈVE EN MARCHE,24,3269,10437,109,BALLESTEROS Stefan,BALLESTEROS_Stefan.jpg,0
0,GEMA,GENÈVE EN MARCHE,25,3259,10435,109,THOMSEN Elena (MILAKOVA),THOMSEN_Elena.jpg,1
0,GEMA,GENÈVE EN MARCHE,26,3257,10433,109,PARANÁ JÚNIOR Valério,PARANA_JUNIOR_Valerio.jpg,0
0,GEMA,GENÈVE EN MARCHE,27,3249,10432,109,RIME Fatma (Fatima),RIME_Fatma.jpg,1
0,GEMA,GENÈVE EN MARCHE,28,3243,10623,109,SANTI Michel,SANTI_Michel.jpg,0
0,GEMA,GENÈVE EN MARCHE,29,3237,10484,109,HALIMI Arsim,HALIMI_Arsim.jpg,0
0,GEMA,GENÈVE EN MARCHE,30,3228,10431,109,ANTOINE Jean-Marc,ANTOINE_Jean-Marc.jpg,0
0,GEMA,GENÈVE EN MARCHE,31,3227,10451,109,LEVY Yossef (Hai),LEVY_Yossef.jpg,0
0,GEMA,GENÈVE EN MARCHE,32,3226,10439,109,NGUYEN Van Minh,NGUYEN_Van_Minh.jpg,0
0,GEMA,GENÈVE EN MARCHE,33,3220,10446,109,BRUGUIER Michel,BRUGUIER_Michel.jpg,0
0,GEMA,GENÈVE EN MARCHE,34,3202,10441,109,MARTEL Frédéric,MARTEL_Frederic.jpg,0
0,GEMA,GENÈVE EN MARCHE,35,3201,10448,109,BERLEMONT Alain,BERLEMONT_Alain.jpg,0
0,GEMA,GENÈVE EN MARCHE,36,3178,10447,109,SOLTEIRO Jorge,SOLTEIRO_Jorge.jpg,0
0,GEMA,GENÈVE EN MARCHE,37,3174,10444,109,BISSOLI Marion (LE BACQUER),BISSOLI_Marion.jpg,1
0,GEMA,GENÈVE EN MARCHE,38,3172,10443,109,BRKIC Vitomir,BRKIC_Vitomir.jpg,0
0,GEMA,GENÈVE EN MARCHE,39,3162,10622,109,HÜSSY COPPEX Viviana Ximena Anghela,HUSSY_COPPEX_Viviana_Ximena_Anghela.jpg,1
0,GEMA,GENÈVE EN MARCHE,40,3153,10450,109,FARINHA Horacio,FARINHA_Horacio.jpg,0
0,VERL,VERT'LIBÉRAUX,1,2656,10468,112,FONTANA Jérôme,FONTANA_Jerome.jpg,0
0,LPG,LA LISTE POUR GENÈVE,1,2632,10418,108,ORSINI Magali,ORSINI_Magali.jpg,1
0,VERL,VERT'LIBÉRAUX,2,2478,10586,112,GAUTROT Maria Magdalena (Marielena),GAUTROT_Maria_Magdalena.jpg,1
0,VERL,VERT'LIBÉRAUX,3,2462,10587,112,PIGUET Frédéric (Paul),PIGUET_Frederic.jpg,0
0,VERL,VERT'LIBÉRAUX,4,2450,10509,112,PEYRAUD Alexandre,PEYRAUD_Alexandre.jpg,0
0,VERL,VERT'LIBÉRAUX,5,2250,10510,112,HÄUSERMANN Elisabeth,HAUSERMANN_Elisabeth.jpg,1
0,LPG,LA LISTE POUR GENÈVE,2,2145,10419,108,GAUTHIER Pierre,GAUTHIER_Pierre.jpg,0
0,VERL,VERT'LIBÉRAUX,6,2005,10588,112,WUARIN Marc,WUARIN_Marc.jpg,0
0,VERL,VERT'LIBÉRAUX,7,1986,10598,112,RITTER Sven,RITTER_Sven.jpg,0
0,VERL,VERT'LIBÉRAUX,8,1980,10594,112,MEYLAN Jean Michel,MEYLAN_Jean_Michel.jpg,0
0,VERL,VERT'LIBÉRAUX,9,1976,10591,112,HAMOIR Fursy,HAMOIR_Fursy.jpg,0
0,VERL,VERT'LIBÉRAUX,10,1967,10592,112,PREISIG Robert,PREISIG_Robert.jpg,0
0,VERL,VERT'LIBÉRAUX,11,1907,10593,112,JEANMONOD Christian,JEANMONOD_Christian.jpg,0
0,VERL,VERT'LIBÉRAUX,12,1821,10595,112,CORI Claudio,CORI_Claudio.jpg,0
0,PBD,PBD GENÈVE,1,1809,10466,110,VIDONNE Thierry,VIDONNE_Thierry.jpg,0
0,VERL,VERT'LIBÉRAUX,13,1771,10596,112,WITTWER Christoph,WITTWER_Christoph.jpg,0
0,VERL,VERT'LIBÉRAUX,14,1763,10597,112,BESOMI Alessandro (Alex),BESOMI_Alessandro.jpg,0
0,LEE,ÉGALITÉ ET ÉQUITÉ,1,1758,10600,113,FRAMMERY Chloe,FRAMMERY_Chloe.jpg,1
0,VERL,VERT'LIBÉRAUX,15,1681,10590,112,BUSTAMANTE HERNANDEZ Eric,BUSTAMANTE_HERNANDEZ_Eric.jpg,0
0,LEE,ÉGALITÉ ET ÉQUITÉ,2,1678,10599,113,DUVNJAK Sanja,DUVNJAK_Sanja.jpg,1
0,VERL,VERT'LIBÉRAUX,16,1676,10589,112,SAMIM FIROUZSALARI Atefeh,SAMIM_FIROUZSALARI_Atefeh.jpg,1
0,LEE,ÉGALITÉ ET ÉQUITÉ,3,1464,10613,113,SCHUCANI Grégoire,SCHUCANI_Gregoire.jpg,0
0,LEE,ÉGALITÉ ET ÉQUITÉ,4,1431,10606,113,MONSHENGWO Jessica,MONSHENGWO_Jessica.jpg,1
0,LEE,ÉGALITÉ ET ÉQUITÉ,5,1420,10612,113,REGAMEY Murielle,REGAMEY_Murielle.jpg,1
0,LEE,ÉGALITÉ ET ÉQUITÉ,6,1404,10603,113,ROSSELLAT Blaise,ROSSELLAT_Blaise.jpg,0
0,LEE,ÉGALITÉ ET ÉQUITÉ,7,1347,10608,113,FRAUDEAU Delphine,FRAUDEAU_Delphine.jpg,1
0,LEE,ÉGALITÉ ET ÉQUITÉ,8,1341,10607,113,LOPEZ Julien,LOPEZ_Julien.jpg,0
0,LEE,ÉGALITÉ ET ÉQUITÉ,9,1325,10602,113,SCHELLER Gérard,SCHELLER_Gerard.jpg,0
0,LEE,ÉGALITÉ ET ÉQUITÉ,10,1321,10610,113,GOLAY Séverine,GOLAY_Severine.jpg,1
0,LEE,ÉGALITÉ ET ÉQUITÉ,11,1295,10601,113,FOUDA AMOUGOU Charlotte,FOUDA_AMOUGOU_Charlotte.jpg,1
0,LEE,ÉGALITÉ ET ÉQUITÉ,12,1262,10611,113,JORDAN Claude,JORDAN_Claude.jpg,0
0,LPG,LA LISTE POUR GENÈVE,3,1240,10452,108,ARMAND Catherine,ARMAND_Catherine.jpg,1
0,LEE,ÉGALITÉ ET ÉQUITÉ,13,1176,10609,113,ABESSE Hayet,ABESSE_Hayet.jpg,1
0,LEE,ÉGALITÉ ET ÉQUITÉ,14,1159,10605,113,BULT Christoph,BULT_Christoph.jpg,0
0,LEE,ÉGALITÉ ET ÉQUITÉ,15,1153,10604,113,DACHROUNE Samir,DACHROUNE_Samir.jpg,0
0,LPG,LA LISTE POUR GENÈVE,4,1124,10459,108,PERRIN Brigitte,PERRIN_Brigitte.jpg,1
0,LPG,LA LISTE POUR GENÈVE,5,1082,10453,108,GUEX Stéphane (dit Guex-Pierre),GUEX_Stephane.jpg,0
0,PBD,PBD GENÈVE,2,1006,10467,110,LEITNER André,LEITNER_Andre.jpg,0
0,LPG,LA LISTE POUR GENÈVE,6,989,10454,108,HUMBERSET Corinne,HUMBERSET_Corinne.jpg,1
0,LPG,LA LISTE POUR GENÈVE,7,988,10455,108,RUCKTERSTUHL Jean-Claude,RUCKTERSTUHL_Jean-Claude.jpg,0
0,LPG,LA LISTE POUR GENÈVE,8,973,10461,108,MEYNET Danielle,MEYNET_Danielle.jpg,1
0,PBD,PBD GENÈVE,3,965,10471,110,VIDONNE Valérie,VIDONNE_Valerie.jpg,1
0,PBD,PBD GENÈVE,4,931,10476,110,VIDONNE David,VIDONNE_David.jpg,0
0,LPG,LA LISTE POUR GENÈVE,9,905,10456,108,LONGO Katrin,LONGO_Katrin.jpg,1
0,LPG,LA LISTE POUR GENÈVE,10,903,10621,108,GIROD Nicolas,GIROD_Nicolas.jpg,0
0,LPG,LA LISTE POUR GENÈVE,11,902,10458,108,FLAKS Joël,FLAKS_Joel.jpg,0
0,PBD,PBD GENÈVE,5,891,10469,110,DELACQUIS Cédric,DELACQUIS_Cedric.jpg,0
0,LPG,LA LISTE POUR GENÈVE,12,875,10462,108,MEYNET Leon,MEYNET_Leon.jpg,0
0,PBD,PBD GENÈVE,6,873,10470,110,ZAGATO Sophie,ZAGATO_Sophie.jpg,1
0,LPG,LA LISTE POUR GENÈVE,13,817,10460,108,GOUDAL Renaud,GOUDAL_Renaud.jpg,0
0,LPG,LA LISTE POUR GENÈVE,14,816,10457,108,KÜDERLI BERKANE Nicole,KUDERLI_BERKANE_Nicole.jpg,1
0,LPG,LA LISTE POUR GENÈVE,15,791,10464,108,ZIMMERMANN Olivier,ZIMMERMANN_Olivier.jpg,0
0,LPG,LA LISTE POUR GENÈVE,16,775,10465,108,CHATELAIN Dimitri,CHATELAIN_Dimitri.jpg,0
0,PBD,PBD GENÈVE,7,696,10480,110,THURNHERR Sylvain,THURNHERR_Sylvain.jpg,0
0,PBD,PBD GENÈVE,8,695,10479,110,FADER Annette (Yasuka),FADER_Annette.jpg,1
0,PBD,PBD GENÈVE,9,675,10473,110,KUNZI Nicolas,KUNZI_Nicolas.jpg,0
0,LPG,LA LISTE POUR GENÈVE,17,675,10463,108,TURNOWSKY Serge,TURNOWSKY_Serge.jpg,0
0,PBD,PBD GENÈVE,10,645,10475,110,THURNHERR Laurent,THURNHERR_Laurent.jpg,0
0,PBD,PBD GENÈVE,11,643,10474,110,KUGEL Mark,KUGEL_Mark.jpg,0
0,PBD,PBD GENÈVE,12,635,10478,110,KUNZI Philippe,KUNZI_Philippe.jpg,0
0,PBD,PBD GENÈVE,13,605,10481,110,BEUREUX Johan,BEUREUX_Johan.jpg,0
0,PBD,PBD GENÈVE,14,586,10477,110,BEUREUX Silvain,BEUREUX_Silvain.jpg,0
0,PBD,PBD GENÈVE,15,554,10472,110,FERRAND Guy,FERRAND_Guy.jpg,0
