,r1_Bulletins valables,Commune,No_GE,r1_participation,r1_20001,r1_20002,r1_20003,r1_20004,r1_20005,r1_20006,r1_20007,r1_20008,r1_20009,r1_20010,r1_20011,r1_20012,r1_20013,r1_20014,r1_20015,r1_20016,r1_20017,r1_20018,r1_20019,r1_20020,r1_20021,r1_20022,r1_20023,r1_20024,r1_20025,r1_20026,r1_20027,r1_20028,r1_20029,r1_20030,r1_20031,Commune_check_x,No_x,r1_20001_per100,r1_20002_per100,r1_20003_per100,r1_20004_per100,r1_20005_per100,r1_20006_per100,r1_20007_per100,r1_20008_per100,r1_20009_per100,r1_20010_per100,r1_20011_per100,r1_20012_per100,r1_20013_per100,r1_20014_per100,r1_20015_per100,r1_20016_per100,r1_20017_per100,r1_20018_per100,r1_20019_per100,r1_20020_per100,r1_20021_per100,r1_20022_per100,r1_20023_per100,r1_20024_per100,r1_20025_per100,r1_20026_per100,r1_20027_per100,r1_20028_per100,r1_20029_per100,r1_20030_per100,r1_20031_per100,Commune_check_y,No_y,Commune_check,No,r2_Bulletins valables,r2_Commune,r2_No_GE,r2_participation,r2_20025,r2_20009,r2_20019,r2_20015,r2_20013,r2_20014,r2_20024,r2_20006,r2_20003,r2_20004,r2_20002,r2_20025_per100,r2_20009_per100,r2_20019_per100,r2_20015_per100,r2_20013_per100,r2_20014_per100,r2_20024_per100,r2_20006_per100,r2_20003_per100,r2_20004_per100,r2_20002_per100
10,312,Chancy,11,34.22,33,56,104,83,83,113,56,54,164,43,35,130,128,98,67,41,11,25,60,36,40,67,26,71,18,14,17,19,7,23,23,Chancy,6611,10.576923076923077,17.94871794871795,33.33333333333333,26.602564102564102,26.602564102564102,36.217948717948715,17.94871794871795,17.307692307692307,52.56410256410257,13.782051282051283,11.217948717948719,41.66666666666667,41.02564102564102,31.41025641025641,21.474358974358974,13.141025641025642,3.5256410256410255,8.012820512820513,19.230769230769234,11.538461538461538,12.82051282051282,21.474358974358974,8.333333333333332,22.756410256410255,5.769230769230769,4.487179487179487,5.448717948717949,6.089743589743589,2.2435897435897436,7.371794871794872,7.371794871794872,Chancy,6611,Chancy,6611,307,Chancy,11,33.33,31,200,92,115,149,111,123,136,140,129,96,10.097719869706841,65.14657980456026,29.967426710097723,37.45928338762215,48.534201954397396,36.156351791530945,40.06514657980456,44.299674267100976,45.60260586319218,42.01954397394137,31.27035830618892
11,2904,Chêne-Bougeries,12,47.0,271,365,789,696,705,1035,509,445,1304,225,181,1856,1524,978,1378,1270,88,174,579,290,192,314,334,208,209,107,88,107,42,294,295,Chêne-Bougeries,6612,9.331955922865014,12.56887052341598,27.16942148760331,23.96694214876033,24.276859504132233,35.64049586776859,17.52754820936639,15.323691460055096,44.90358126721763,7.747933884297521,6.232782369146006,63.91184573002755,52.47933884297521,33.67768595041322,47.451790633608816,43.73278236914601,3.0303030303030303,5.991735537190083,19.93801652892562,9.986225895316805,6.6115702479338845,10.81267217630854,11.501377410468319,7.162534435261708,7.196969696969697,3.6845730027548207,3.0303030303030303,3.6845730027548207,1.4462809917355373,10.12396694214876,10.158402203856749,Chêne-Bougeries,6612,Chêne-Bougeries,6612,2844,Chêne-Bougeries,12,45.03,433,1606,794,1841,1855,1253,532,1289,1160,1122,619,15.225035161744021,56.46976090014064,27.918424753867793,64.73277074542897,65.22503516174403,44.057665260196906,18.70604781997187,45.32348804500703,40.787623066104075,39.45147679324894,21.765119549929675
12,1680,Chêne-Bourg,13,40.35,205,292,516,531,496,726,400,350,800,201,175,848,653,446,521,394,50,190,318,177,100,245,178,152,119,97,72,65,32,107,129,Chêne-Bourg,6613,12.202380952380953,17.38095238095238,30.714285714285715,31.607142857142854,29.523809523809526,43.214285714285715,23.809523809523807,20.833333333333336,47.61904761904761,11.964285714285715,10.416666666666668,50.476190476190474,38.86904761904762,26.547619047619047,31.011904761904763,23.452380952380953,2.976190476190476,11.30952380952381,18.928571428571427,10.535714285714286,5.952380952380952,14.583333333333334,10.595238095238095,9.047619047619047,7.083333333333333,5.773809523809524,4.285714285714286,3.869047619047619,1.9047619047619049,6.369047619047619,7.678571428571429,Chêne-Bourg,6613,Chêne-Bourg,6613,1620,Chêne-Bourg,13,37.98,274,967,441,811,867,613,333,890,763,755,470,16.913580246913583,59.691358024691354,27.22222222222222,50.061728395061735,53.51851851851852,37.839506172839506,20.555555555555554,54.93827160493827,47.098765432098766,46.60493827160494,29.01234567901235
13,364,Choulex,14,52.69,29,37,98,100,85,158,63,53,178,21,17,228,204,139,170,130,8,25,83,40,26,25,45,52,14,12,13,32,5,26,40,Choulex,6614,7.967032967032966,10.164835164835164,26.923076923076923,27.472527472527474,23.35164835164835,43.40659340659341,17.307692307692307,14.560439560439562,48.9010989010989,5.769230769230769,4.670329670329671,62.637362637362635,56.043956043956044,38.18681318681318,46.7032967032967,35.714285714285715,2.197802197802198,6.868131868131869,22.802197802197803,10.989010989010989,7.142857142857142,6.868131868131869,12.362637362637363,14.285714285714285,3.8461538461538463,3.296703296703297,3.571428571428571,8.791208791208792,1.3736263736263736,7.142857142857142,10.989010989010989,Choulex,6614,Choulex,6614,356,Choulex,14,51.2,40,208,112,216,239,176,102,177,130,142,75,11.235955056179774,58.42696629213483,31.46067415730337,60.67415730337079,67.13483146067416,49.43820224719101,28.651685393258425,49.71910112359551,36.51685393258427,39.8876404494382,21.06741573033708
14,397,Collex-Bossy,15,45.89,40,56,128,117,88,183,77,75,200,49,34,226,226,119,160,118,16,30,91,42,32,73,38,45,2,23,11,16,9,22,33,Collex-Bossy,6615,10.075566750629724,14.105793450881613,32.241813602015114,29.47103274559194,22.16624685138539,46.095717884130984,19.395465994962215,18.89168765743073,50.377833753148614,12.34256926952141,8.564231738035264,56.92695214105793,56.92695214105793,29.974811083123427,40.302267002518896,29.72292191435768,4.030226700251889,7.5566750629722925,22.921914357682617,10.579345088161208,8.060453400503778,18.387909319899247,9.571788413098236,11.335012594458437,0.5037783375314862,5.793450881612091,2.770780856423174,4.030226700251889,2.2670025188916876,5.541561712846348,8.312342569269521,Collex-Bossy,6615,Collex-Bossy,6615,392,Collex-Bossy,15,44.49,23,245,118,226,257,154,95,216,176,170,82,5.86734693877551,62.5,30.102040816326532,57.6530612244898,65.56122448979592,39.285714285714285,24.23469387755102,55.10204081632652,44.89795918367347,43.36734693877551,20.918367346938776
15,2112,Collonge-Bellerive,16,47.5,112,164,425,426,375,731,267,212,948,138,133,1438,1296,855,1091,961,44,82,534,267,168,210,276,156,49,49,41,159,25,175,185,Collonge-Bellerive,6616,5.303030303030303,7.765151515151516,20.123106060606062,20.170454545454543,17.755681818181817,34.61174242424242,12.642045454545455,10.037878787878787,44.88636363636363,6.534090909090909,6.297348484848484,68.08712121212122,61.36363636363637,40.48295454545455,51.65719696969697,45.50189393939394,2.083333333333333,3.882575757575758,25.28409090909091,12.642045454545455,7.954545454545454,9.943181818181818,13.068181818181818,7.386363636363637,2.320075757575758,2.320075757575758,1.941287878787879,7.528409090909091,1.183712121212121,8.285984848484848,8.759469696969697,Collonge-Bellerive,6616,Collonge-Bellerive,6616,2013,Collonge-Bellerive,16,44.13,173,1159,681,1408,1514,1054,358,856,646,616,283,8.594138102334824,57.57575757575758,33.8301043219076,69.94535519125684,75.21112767014407,52.35966219572777,17.784401390958767,42.523596621957275,32.09140586189766,30.601092896174865,14.058618976651763
16,1288,Cologny,17,46.96,50,88,267,221,189,376,126,109,568,96,78,919,763,502,709,611,39,51,315,144,74,173,229,76,36,37,33,50,20,93,90,Cologny,6617,3.881987577639751,6.832298136645963,20.72981366459627,17.158385093167702,14.673913043478262,29.19254658385093,9.782608695652174,8.462732919254657,44.099378881987576,7.453416149068323,6.055900621118012,71.35093167701864,59.2391304347826,38.975155279503106,55.046583850931675,47.43788819875777,3.027950310559006,3.9596273291925463,24.456521739130434,11.180124223602485,5.745341614906832,13.43167701863354,17.77950310559006,5.900621118012422,2.7950310559006213,2.872670807453416,2.562111801242236,3.881987577639751,1.5527950310559007,7.220496894409938,6.987577639751552,Cologny,6617,Cologny,6617,1269,Cologny,17,45.36,100,766,430,917,944,687,213,491,405,377,166,7.880220646178094,60.36249014972419,33.8849487785658,72.26162332545312,74.3892828999212,54.1371158392435,16.78486997635934,38.69188337273444,31.914893617021278,29.70843183609141,13.081166272655635
17,1298,Confignon,18,45.57,127,218,466,460,394,552,272,221,629,109,91,716,721,369,421,283,38,126,270,116,74,143,82,170,25,60,36,39,20,97,100,Confignon,6618,9.784283513097073,16.79506933744222,35.901386748844374,35.43913713405239,30.354391371340522,42.526964560862865,20.955315870570107,17.026194144838215,48.45916795069338,8.39753466872111,7.010785824345146,55.1617873651772,55.54699537750385,28.42835130970724,32.43451463790446,21.80277349768875,2.9275808936825887,9.70724191063174,20.801232665639446,8.936825885978427,5.701078582434515,11.016949152542372,6.317411402157165,13.097072419106318,1.9260400616332818,4.622496147919876,2.773497688751926,3.00462249614792,1.5408320493066257,7.473035439137134,7.704160246533127,Confignon,6618,Confignon,6618,1282,Confignon,18,44.68,79,792,324,681,850,455,368,703,661,644,323,6.162246489859594,61.77847113884556,25.273010920436818,53.120124804992194,66.30265210608425,35.49141965678627,28.70514820592824,54.83619344773791,51.5600624024961,50.23400936037441,25.195007800312013
18,550,Corsier,19,48.89,30,40,128,117,97,203,65,52,262,36,42,371,324,204,282,236,13,20,136,51,29,69,74,57,8,17,10,68,13,51,57,Corsier,6619,5.454545454545454,7.2727272727272725,23.272727272727273,21.272727272727273,17.636363636363637,36.90909090909091,11.818181818181818,9.454545454545455,47.63636363636364,6.545454545454546,7.636363636363637,67.45454545454545,58.909090909090914,37.09090909090909,51.272727272727266,42.90909090909091,2.3636363636363638,3.6363636363636362,24.727272727272727,9.272727272727273,5.2727272727272725,12.545454545454545,13.454545454545455,10.363636363636363,1.4545454545454546,3.090909090909091,1.8181818181818181,12.363636363636363,2.3636363636363638,9.272727272727273,10.363636363636363,Corsier,6619,Corsier,6619,516,Corsier,19,44.57,41,311,188,348,360,266,145,223,173,166,73,7.945736434108527,60.27131782945736,36.434108527131784,67.44186046511628,69.76744186046511,51.55038759689923,28.100775193798448,43.21705426356589,33.52713178294574,32.17054263565892,14.147286821705427
19,383,Dardagny,20,38.68,39,60,144,112,89,153,56,61,183,30,24,209,183,117,130,84,11,26,71,30,22,50,24,151,10,10,5,13,9,26,28,Dardagny,6620,10.182767624020887,15.66579634464752,37.59791122715404,29.242819843342037,23.237597911227155,39.947780678851174,14.621409921671018,15.926892950391643,47.78067885117493,7.83289817232376,6.266318537859007,54.56919060052219,47.78067885117493,30.548302872062667,33.94255874673629,21.93211488250653,2.8720626631853787,6.7885117493472595,18.5378590078329,7.83289817232376,5.7441253263707575,13.054830287206268,6.266318537859007,39.425587467362924,2.610966057441253,2.610966057441253,1.3054830287206265,3.3942558746736298,2.3498694516971277,6.7885117493472595,7.310704960835509,Dardagny,6620,Dardagny,6620,386,Dardagny,20,38.02,32,238,104,190,232,197,211,178,186,163,80,8.290155440414509,61.6580310880829,26.94300518134715,49.22279792746114,60.10362694300518,51.03626943005182,54.66321243523316,46.1139896373057,48.18652849740933,42.2279792746114,20.72538860103627
20,32490,Genève,21,39.68,5526,7458,11903,11758,11985,14647,7809,6831,13566,3222,3125,15679,11316,7608,9399,6558,1018,4533,6092,3225,2158,4376,3027,2460,1260,1751,1425,831,530,2292,2354,Ville de Genève,6621,17.008310249307478,22.954755309325947,36.63588796552785,36.189596799015085,36.88827331486611,45.08156355801785,24.035087719298247,21.024930747922436,41.75438596491228,9.916897506925208,9.618344105878732,48.25792551554324,34.82917820867959,23.416435826408126,28.928901200369346,20.18467220683287,3.1332717759310555,13.951985226223455,18.750384733764236,9.92613111726685,6.642043705755617,13.468759618344105,9.316712834718373,7.571560480147737,3.8781163434903045,5.389350569405972,4.385964912280701,2.5577100646352724,1.631271160357033,7.054478301015697,7.245306248076331,Ville de Genève,6621,Ville de Genève,6621,30554,Genève,21,36.23,3256,16131,7574,13975,14691,10182,6100,18368,16268,16199,11219,10.656542514891667,52.795051384434124,24.78889834391569,45.738692151600446,48.082084178830925,33.32460561628592,19.964652745957974,60.11651502258297,53.24343784774498,53.01760816914316,36.71859658309878
21,649,Genthod,25,45.49,41,66,189,188,135,281,118,147,306,53,47,412,361,213,300,268,18,29,127,51,27,84,73,63,20,27,12,18,4,62,58,Genthod,6622,6.317411402157165,10.16949152542373,29.121725731895225,28.96764252696456,20.801232665639446,43.29738058551618,18.181818181818183,22.650231124807398,47.14946070878274,8.166409861325114,7.24191063174114,63.48228043143297,55.62403697996918,32.81972265023113,46.22496147919877,41.294298921417564,2.773497688751926,4.468412942989214,19.568567026194145,7.858243451463791,4.160246533127889,12.942989214175654,11.248073959938367,9.70724191063174,3.0816640986132513,4.160246533127889,1.848998459167951,2.773497688751926,0.6163328197226503,9.553158705701078,8.936825885978427,Genthod,6622,Genthod,6622,602,Genthod,25,41.39,46,368,170,394,426,268,145,294,250,259,117,7.641196013289036,61.12956810631229,28.23920265780731,65.4485049833887,70.7641196013289,44.518272425249165,24.086378737541526,48.837209302325576,41.52823920265781,43.02325581395349,19.435215946843854
22,1885,Grand-Saconnex,26,36.68,186,292,630,582,556,726,365,426,860,246,181,956,774,504,564,379,44,134,414,221,163,286,201,162,79,369,64,69,38,172,142,Grand-Saconnex,6623,9.86737400530504,15.490716180371352,33.42175066312997,30.875331564986734,29.49602122015915,38.51458885941644,19.363395225464192,22.59946949602122,45.62334217506631,13.050397877984086,9.60212201591512,50.716180371352785,41.06100795755968,26.73740053050398,29.92042440318302,20.106100795755967,2.3342175066313,7.108753315649867,21.962864721485413,11.724137931034482,8.647214854111406,15.172413793103448,10.6631299734748,8.594164456233422,4.190981432360743,19.575596816976127,3.395225464190981,3.6604774535809024,2.0159151193633953,9.124668435013263,7.5331564986737405,Grand-Saconnex,6623,Grand-Saconnex,6623,1711,Grand-Saconnex,26,32.61,185,1007,494,847,912,630,395,921,882,873,476,10.81239041496201,58.85447106954997,28.872004675628286,49.50321449444769,53.30216247808299,36.820572764465226,23.08591466978375,53.8281706604325,51.54880187025132,51.02279368790181,27.819988310929283
23,152,Gy,27,51.84,7,22,47,44,18,59,18,18,78,8,6,88,95,50,51,31,2,31,27,12,7,23,15,28,3,3,7,31,9,10,8,Gy,6624,4.605263157894736,14.473684210526317,30.92105263157895,28.947368421052634,11.842105263157894,38.81578947368421,11.842105263157894,11.842105263157894,51.31578947368421,5.263157894736842,3.9473684210526314,57.89473684210527,62.5,32.89473684210527,33.55263157894737,20.394736842105264,1.3157894736842104,20.394736842105264,17.763157894736842,7.894736842105263,4.605263157894736,15.131578947368421,9.868421052631579,18.421052631578945,1.9736842105263157,1.9736842105263157,4.605263157894736,20.394736842105264,5.921052631578947,6.578947368421052,5.263157894736842,Gy,6624,Gy,6624,144,Gy,27,48.17,11,98,38,70,98,57,53,80,63,63,41,7.638888888888889,68.05555555555556,26.38888888888889,48.61111111111111,68.05555555555556,39.58333333333333,36.80555555555556,55.55555555555556,43.75,43.75,28.47222222222222
24,275,Hermance,28,48.28,24,39,84,73,67,133,55,50,119,17,15,151,118,79,89,69,5,35,61,25,24,22,17,23,10,4,9,90,18,19,17,Hermance,6625,8.727272727272728,14.181818181818182,30.545454545454547,26.545454545454543,24.363636363636363,48.36363636363637,20.0,18.181818181818183,43.27272727272727,6.181818181818182,5.454545454545454,54.90909090909091,42.90909090909091,28.72727272727273,32.36363636363636,25.09090909090909,1.8181818181818181,12.727272727272727,22.181818181818183,9.090909090909092,8.727272727272728,8.0,6.181818181818182,8.363636363636363,3.6363636363636362,1.4545454545454546,3.272727272727273,32.72727272727273,6.545454545454546,6.909090909090909,6.181818181818182,Hermance,6625,Hermance,6625,240,Hermance,28,42.19,16,133,73,132,142,97,47,137,112,104,57,6.666666666666667,55.41666666666667,30.416666666666664,55.00000000000001,59.166666666666664,40.416666666666664,19.583333333333332,57.08333333333333,46.666666666666664,43.333333333333336,23.75
